#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Malassezia cuniculi	948313	PRJNA286710	286710	Fungi	Basidiomycetes	7.45991	59	GCA_001264635.1	-	-	-	LFFW01	76	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774860
Malassezia caprae	1381934	PRJNA286710	286710	Fungi	Basidiomycetes	7.58082	59.8	GCA_001264625.1	-	-	-	LFFV01	229	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774846
Malassezia dermatis	169489	PRJNA286710	286710	Fungi	Basidiomycetes	7.54086	59.1	GCA_001264665.1	-	-	-	LFFX01	111	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774868
Malassezia equina	1381935	PRJNA286710	286710	Fungi	Basidiomycetes	7.65888	58	GCA_001264685.1	-	-	-	LFFY01	117	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774869
Malassezia japonica	223818	PRJNA286710	286710	Fungi	Basidiomycetes	8.34176	62.4	GCA_001264785.1	-	-	-	LFDB01	295	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774894
Malassezia yamatoensis	253288	PRJNA286710	286710	Fungi	Basidiomycetes	8.10684	49.7	GCA_001264885.1	-	-	-	LFCX01	49	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774871
Malassezia furfur	55194	PRJNA286710	286710	Fungi	Basidiomycetes	7.87764	64.1	GCA_001265045.1	-	-	-	LFGL01	1694	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774898
Malassezia furfur	55194	PRJNA286710	286710	Fungi	Basidiomycetes	15.2325	64	GCA_001264865.1	-	-	-	LFDD01	4053	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774899
Malassezia furfur	55194	PRJNA286710	286710	Fungi	Basidiomycetes	13.7072	63.8	GCA_001264875.1	-	-	-	LFGG01	3262	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774900
Malassezia furfur	55194	PRJNA286710	286710	Fungi	Basidiomycetes	14.3479	64.3	GCA_001264895.1	-	-	-	LFGH01	3453	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774901
Malassezia furfur	55194	PRJNA286710	286710	Fungi	Basidiomycetes	13.8655	64	GCA_001265055.1	-	-	-	LFGI01	3460	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774903
Malassezia furfur	55194	PRJNA286710	286710	Fungi	Basidiomycetes	7.79062	64.2	GCA_001265065.1	-	-	-	LFGJ01	2092	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774904
Malassezia slooffiae	76776	PRJNA286710	286710	Fungi	Basidiomycetes	8.4259	65.9	GCA_001264965.1	-	-	-	LFGK01	1641	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774877
Malassezia nana	180528	PRJNA286710	286710	Fungi	Basidiomycetes	7.60708	57.9	GCA_001265015.1	-	-	-	LFGD01	95	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774893
Malassezia pachydermatis	77020	PRJNA286710	286710	Fungi	Basidiomycetes	8.15835	55.1	GCA_001264975.1	-	-	-	LFGB01	61	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774881
Malassezia obtusa	76774	PRJNA286710	286710	Fungi	Basidiomycetes	7.84288	62.2	GCA_001264985.1	-	-	-	LFGC01	1709	-	-	2015/08/11	2015/08/11	Scaffold	Genome Institute of Singapore	SAMN03774892
Operophtera brumata	104452	PRJNA263715	263715	Animals	Insects	638.208	38.8	GCA_001266575.1	-	-	-	JTDY01	25801	16912	16912	2015/08/11	2015/08/11	Scaffold	Wageningen University	SAMN03121611
Austrofundulus limnaeus	52670	PRJNA280995	280995	Animals	Fishes	866.963	43.1	GCA_001266775.1	-	-	-	LDAR01	29785	21	-	2015/07/28	2015/07/31	Scaffold	The Genome Institute - Washington University School of Medicine	SAMN03490872
Habropoda laboriosa	597456	PRJNA279436	279436	Animals	Insects	296.955	39.6	GCA_001263275.1	-	-	-	LHQN01	27566	12862	12847	2015/08/07	2015/08/13	Scaffold	BGI	SAMN03462987
Verticillium longisporum	100787	PRJEB9342	285310	Fungi	Ascomycetes	99.1892	53.9	GCA_001268145.1	-	-	-	CVQH01	28081	20793	20793	2015/05/28	2015/08/06	Scaffold	SLU	SAMEA3436397
Verticillium longisporum	100787	PRJEB9355	285311	Fungi	Ascomycetes	100.52	52.2	GCA_001268165.1	-	-	-	CVQI01	38382	21072	21072	2015/05/28	2015/08/06	Scaffold	SLU	SAMEA3436396
Glycine max	3847	PRJDB2966	288781	Plants	Land Plants	927.706	-	GCA_001269945.2	-	-	-	BBNX02	-	-	-	2015/07/03	2015/07/18	Contig	National Institute of Agrobiological Sciences	SAMD00018961
Callithrix jacchus	9483	PRJDB3965	292167	Animals	Mammals	2620.63	-	GCA_001269965.1	-	-	-	BBXK01	-	-	-	2015/08/07	2015/08/07	Contig	Department of Biosciences and Informatics, Keio University	SAMD00031689
Cyprinus carpio	7962	PRJNA73579	73579	Animals	Fishes	1380.1	36.9	GCA_001270105.1	-	-	-	LHQP01	80028	50485	50486	2015/08/18	2015/12/18	Scaffold	ZF-screens B.V.	SAMN03856486
Pinus taeda	3352	PRJNA174450	174450	Plants	Land Plants	22061.9	-	GCA_000404065.2	-	-	-	APFE02	7082509	-	-	2015/08/06	2015/08/06	Scaffold	UC Davis	SAMN02981512
Bactrocera oleae	104688	PRJNA288990	288990	Animals	Insects	471.78	36.0997	GCA_001188975.2	-	1	-	LGAM01	36198	14032	18715	2015/07/29	2015/08/03	Scaffold	McGill University	SAMN03840585
Amorphotheca resinae	5101	PRJNA272649	272649	Fungi	Ascomycetes	54.4745	48.9	GCA_001270345.1	-	-	-	JZSE01	1014	-	-	2015/08/18	2015/09/22	Scaffold	East China University of Science and Technology	SAMN03284724
Talaromyces purpureogenus	1266744	PRJNA276974	276974	Fungi	Ascomycetes	38.8536	48.7	GCA_001270325.1	-	-	-	LIAB01	1010	-	-	2015/08/18	2015/08/19	Scaffold	Mathomics	SAMN03382940
Macaca mulatta	9544	PRJNA253406	253406	Animals	Mammals	11.7537	40.1	GCA_001270425.1	1	-	-	-	3	92	86	2015/08/20	2015/12/22	Chromosome	Baylor College of Medicine	SAMN03857103
Crithidia fasciculata	5656	PRJNA165885	165885	Protists	Kinetoplasts	41.2974	57.0071	GCA_000331325.2	30	1	-	AODS02	458	-	-	2013/01/09	2015/08/20	Chromosome	Kinetoplastid Genomes Consortium	SAMN02953828
Fusarium oxysporum f. sp. lycopersici 4287	426428	PRJNA18813	18813	Fungi	Ascomycetes	61.4717	48.4016	GCA_000149955.2	15	-	-	AAXH01	117	21326	27347	2007/04/10	2015/03/11	Chromosome	Broad Institute	SAMN02953675
Dufourea novaeangliae	178035	PRJNA279825	279825	Animals	Insects	279.506	39.6	GCA_001272555.1	-	-	-	LGHO01	4178	10184	12157	2015/08/20	2015/08/21	Scaffold	BGI	SAMN03837760
Ophiocordyceps unilateralis	268505	PRJNA280567	280567	Fungi	Ascomycetes	25.4937	55	GCA_001272575.1	-	-	-	LAZP01	6790	7821	7821	2015/08/21	2015/08/21	Scaffold	Utrecht University	SAMN03465111
Medicago truncatula	3880	PRJNA10791	10791	Plants	Land Plants	412.8	34.047	GCA_000219495.2	8	-	-	APNO01	2186	51516	57585	2011/08/12	2014/06/18	Chromosome	International Medicago Genome Annotation Group	SAMN02299339
Chrysochromulina sp. CCMP291	1460289	PRJNA263501	263501	Protists	Other Protists	59.0731	63.4	GCA_001275005.1	-	-	-	JWZX01	3412	16754	16765	2015/08/26	2015/08/26	Contig	University of Washington	SAMN03102970
Mucor circinelloides	36080	PRJNA290220	290220	Fungi	Other Fungi	35.3389	40.2	GCA_001276145.1	-	-	-	LGTF01	821	-	-	2015/08/31	2015/09/22	Scaffold	Jiangnan University	SAMN03877393
Wallemia mellicola CBS 633.66	671144	PRJNA64975	64975	Fungi	Basidiomycetes	9.81559	40	GCA_000263375.1	-	-	-	AFQX01	56	5395	5277	2012/03/15	2014/08/01	Scaffold	JGI	SAMN02769629
Phytophthora ramorum	164328	PRJNA291990	291990	Protists	Other Protists	41.9729	53.9	GCA_001278135.1	-	-	-	LHTS01	4624	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959777
Phytophthora ramorum	164328	PRJNA291992	291992	Protists	Other Protists	41.753	53.9	GCA_001278145.1	-	-	-	LHTT01	4461	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959803
Phytophthora ramorum	164328	PRJNA291995	291995	Protists	Other Protists	41.7351	53.9	GCA_001278155.1	-	-	-	LHTU01	4608	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959804
Phytophthora ramorum	164328	PRJNA291989	291989	Protists	Other Protists	41.3482	53.9	GCA_001278165.1	-	-	-	LHTR01	4504	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959776
Phytophthora ramorum	164328	PRJNA291998	291998	Protists	Other Protists	41.8216	53.9	GCA_001278215.1	-	-	-	LHTV01	4406	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959812
Phytophthora ramorum	164328	PRJNA292010	292010	Protists	Other Protists	41.8429	53.9	GCA_001278225.1	-	-	-	LHTX01	4540	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959819
Phytophthora ramorum	164328	PRJNA292002	292002	Protists	Other Protists	41.9647	53.9	GCA_001278235.1	-	-	-	LHTW01	4533	-	-	2015/09/02	2016/01/08	Scaffold	University of Exeter	SAMN03959813
Drosophila busckii	30019	PRJNA274996	274996	Animals	Insects	135.749	39.7774	GCA_001277935.1	6	-	-	-	6	12116	12116	2015/09/02	2015/09/02	Chromosome	University of California, Berkeley	SAMN03339664
Malassezia pachydermatis	77020	PRJNA288787	288787	Fungi	Basidiomycetes	8.15065	55.1	GCA_001278385.1	-	-	-	LGAV01	91	4202	4202	2015/09/02	2015/11/05	Scaffold	University of Utrecht	SAMN03838212
Lerema accius	691651	PRJNA283224	283224	Animals	Insects	298.17	-	GCA_001278395.1	-	-	-	LGAG01	29977	-	-	2015/09/02	2015/09/02	Scaffold	UT Southwestern Medical Center	SAMN03610455
Ocimum tenuiflorum	204149	PRJNA223343	223343	Plants	Land Plants	332.617	-	GCA_001278415.1	-	-	-	AYJT01	-	-	-	2015/09/02	2015/09/02	Contig	Centre for Cellular and Molecular Plateforms	SAMN02378864
Escovopsis weberi	150374	PRJNA278786	278786	Fungi	Ascomycetes	27.2009	56.6	GCA_001278495.1	-	-	-	LGSR01	29	6870	6870	2015/09/02	2015/09/02	Scaffold	Emory University	SAMN03431439
Penicillium nordicum	229535	PRJNA277835	277835	Fungi	Ascomycetes	30.844	47.8	GCA_001278595.1	-	-	-	LHQQ01	996	12959	12959	2015/09/03	2015/09/28	Scaffold	Agriculture and Agri-Food Canada	SAMN03776871
Apteryx australis mantelli	202946	PRJEB6383	287231	Animals	Birds	1523.97	42.5	GCA_001039765.1	-	-	-	-	24720	18494	22793	-	-	Scaffold	MPI-EVA	SAMEA2560515
Melipona quadrifasciata	166423	PRJNA279820	279820	Animals	Insects	256.303	39	GCA_001276565.1	-	-	-	LIRP01	2866	14608	14257	2015/08/31	2015/09/04	Scaffold	BGI	SAMN03837634
Brugia pahangi	6280	PRJNA263436	263436	Animals	Roundworms	83.5289	-	GCA_001280985.1	-	-	-	JRWH01	15835	-	-	2015/09/10	2015/09/10	Scaffold	University Malaya	SAMN03100407
Saccharomyces cerevisiae NRRL Y-12632	1330326	PRJNA201005	201005	Fungi	Ascomycetes	11.4186	38.2	GCA_001282415.1	-	-	-	LJDH01	236	-	-	2015/09/14	2015/09/14	Scaffold	Qingdao Institute of BioEnergy and Bioprocess Technology, Chinese Academy of Sciences	SAMN04038423
Rhizoctonia solani	456999	PRJEB9381	294060	Fungi	Basidiomycetes	56.0285	48.4	GCA_001286725.1	-	-	-	CYGV01	2065	12012	11897	2015/08/27	2015/08/27	Scaffold	CEBITEC	SAMEA3490189
Catharanthus roseus	4058	PRJEB7256	295448	Plants	Land Plants	0.11552	33.1	GCA_001292525.1	-	-	-	CCXB01	7	-	-	2015/09/11	2015/09/11	Contig	TSL	SAMEA2766079
Catharanthus roseus	4058	PRJEB7256	295448	Plants	Land Plants	0.114931	31.3	GCA_001292565.1	-	-	-	CCXA01	32	-	-	2015/09/11	2015/09/11	Contig	TSL	SAMEA2766080
Zosterops lateralis melanops	1220523	PRJNA277310	277310	Animals	Birds	1036	41.3	GCA_001281735.1	-	-	-	LAII01	2933	-	-	2015/09/14	2015/09/14	Scaffold	Imperial College London	SAMN03389315
Chrysoporthe cubensis	305400	PRJNA264999	264999	Fungi	Ascomycetes	42.6246	55.1	GCA_001282315.1	-	-	-	LJCY01	954	-	-	2015/09/14	2016/01/07	Scaffold	Forestry and Agricultural Biotechnology Institute (FABI), University of Pretoria	SAMN04018869
Vitis cinerea x Vitis riparia	266788	PRJEB5934	288647	Plants	Land Plants	539.624	-	GCA_001282645.1	-	-	-	CCJE01	210444	-	-	2015/06/30	2015/06/30	Scaffold	RWTH Aachen	SAMEA2532534
Sus scrofa	9823	PRJNA291011	291011	Animals	Mammals	2611.36	43.1	GCA_001292865.1	-	-	-	LIDP01	5206	-	-	2015/09/16	2015/09/16	Scaffold	F. Hoffmann - La Roche AG	SAMN03938573
Fusarium langsethiae	179993	PRJNA271560	271560	Fungi	Ascomycetes	37.543	48.3	GCA_001292635.1	-	-	-	JXCE01	1586	12183	11940	2015/09/16	2015/09/16	Scaffold	Bioforsk	SAMN03274931
Leptomonas pyrrhocoris	157538	PRJNA284491	284491	Protists	Kinetoplasts	30.3799	56.6	GCA_001293395.1	-	-	-	LGTL01	60	10130	13893	2015/09/17	2015/09/17	Scaffold	University of Ostrava	SAMN03702862
Lotus japonicus	34305	PRJDA28941	28941	Plants	Land Plants	394.455	-	GCA_000181115.2	-	-	-	BABK02	-	-	-	2008/05/28	2015/08/28	Contig	Kazusa DNA Research Institute	SAMD00011082
Homo sapiens	9606	PRJNA246220	246220	Animals	Mammals	2996.43	40.9	GCA_001297185.1	-	-	-	LJII01	3641	-	-	2015/09/22	2015/10/26	Contig	NBACC	SAMN02744161
Salmo salar	8030	PRJNA72713	72713	Animals	Fishes	2966.89	43.8409	GCA_000233375.4	29	1	-	AGKD04	241573	116	13	2011/10/25	2015/06/11	Chromosome	International Cooperation to Sequence the Atlantic Salmon Genome	SAMN02749551
Oxytricha trifallax	1172189	PRJNA74629	74629	Protists	Other Protists	57.457	-	GCA_001297925.1	-	-	-	LAEC01	-	-	-	2015/09/23	2015/09/23	Contig	Washington University Genome Sequencing Center	SAMN03406692
Mycosphaerella arachidis	143450	PRJNA291633	291633	Fungi	Ascomycetes	33.2454	52.4	GCA_001297265.1	-	-	-	LIHB01	491	-	-	2015/09/23	2015/11/24	Scaffold	USDA	SAMN03952734
Baudoinia panamericana UAMH 10762	717646	PRJNA53579	53579	Fungi	Ascomycetes	21.8756	54.8	GCA_000338955.1	-	-	-	AEIF01	19	10549	10508	2013/02/08	2015/09/24	Scaffold	JGI	SAMN02981283
Phialophora attae	1664694	PRJNA286118	286118	Fungi	Ascomycetes	30.3636	53.6	GCA_001299255.1	-	-	-	LFJN01	131	11848	11848	2015/09/25	2015/11/24	Contig	CBS-KNAW Fungal Biodiversity Centre	SAMN03765150
Leptomonas seymouri	5684	PRJNA285179	285179	Protists	Kinetoplasts	27.7642	55.6	GCA_001299535.1	-	-	-	LJSK01	1216	8586	8485	2015/09/25	2015/09/25	Scaffold	University of Ostrava	SAMN03741797
Gossypium arboreum	29729	PRJNA203683	203683	Plants	Land Plants	1694.44	36.1297	GCA_000612285.2	13	-	-	AYOE01	75418	-	-	2014/03/31	2015/09/28	Chromosome	BGI	SAMN02981570
Papilio xuthus	66420	PRJNA270384	270384	Animals	Insects	243.232	34.9	GCA_001298345.1	-	-	-	LADI01	15362	15322	15322	2015/09/24	2015/09/28	Scaffold	BGI	SAMN03290671
Papilio machaon	76193	PRJNA270386	270386	Animals	Insects	278.436	34.3992	GCA_001298355.1	-	1	-	LADJ01	63187	14863	17758	2015/09/24	2015/09/28	Scaffold	BGI	SAMN03290678
Trametes hirsuta	5327	PRJNA271118	271118	Fungi	Basidiomycetes	33.6185	56.8	GCA_001302255.1	-	-	-	LIYB01	140	-	-	2015/09/28	2015/11/24	Scaffold	A.N. Bach Institute of Biochemistry	SAMN04009657
Raphanus sativus	3726	PRJNA239785	239785	Plants	Land Plants	426.202	-	GCA_000801105.2	-	-	-	JRUI02	10674	-	-	2014/12/12	2015/09/29	Scaffold	Myongji University	SAMN03084390
Pan paniscus	9597	PRJNA49285	49285	Animals	Mammals	3286.64	42.107	GCA_000258655.2	24	2	-	AJFE02	10984	95	15	2012/03/30	2015/08/18	Chromosome	Max-Planck Institute for Evolutionary Anthropology	SAMEA1029457
Trametes sp. AH28-2	306582	PRJNA294859	294859	Fungi	Basidiomycetes	38.9045	58.7	GCA_001304625.1	-	-	-	LJJJ01	306	-	-	2015/09/30	2015/09/30	Scaffold	Anhui University	SAMN04038070
Oryza sativa Indica Group	39946	PRJNA285384	285384	Plants	Land Plants	352.121	43.4619	GCA_001305255.1	12	-	-	-	12	-	-	2015/10/01	2015/10/01	Chromosome	OSMANIA UNIVERSITY	SAMN03751782
Cryptosporidium parvum	5807	PRJNA253848	253848	Protists	Apicomplexans	9.20331	30.5	GCA_001305335.1	-	-	-	LKCJ01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04103911
Cryptosporidium parvum	5807	PRJNA253843	253843	Protists	Apicomplexans	9.00154	30.3	GCA_001305415.1	-	-	-	LKHM01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088925
Cryptosporidium parvum	5807	PRJNA253845	253845	Protists	Apicomplexans	9.28324	30.7	GCA_001305435.1	-	-	-	LKHN01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088926
Cryptosporidium parvum	5807	PRJNA253836	253836	Protists	Apicomplexans	9.12608	30.2	GCA_001305455.1	-	-	-	LKHK01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088909
Cryptosporidium parvum	5807	PRJNA253840	253840	Protists	Apicomplexans	9.08569	30.5	GCA_001305475.1	-	-	-	LKHL01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088916
Cryptosporidium hominis	237895	PRJNA253838	253838	Protists	Apicomplexans	9.15828	30.5	GCA_001305325.1	-	-	-	LKHI01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088903
Cryptosporidium hominis	237895	PRJNA253839	253839	Protists	Apicomplexans	9.17973	30.5	GCA_001305395.1	-	-	-	LKHJ01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04088905
Talaromyces verruculosus	198730	PRJNA291496	291496	Fungi	Ascomycetes	37.6292	46.2	GCA_001305275.1	-	-	-	LHCL01	540	11326	11326	2015/10/01	2016/01/08	Scaffold	Penicillium verruculosum	SAMN03944927
Neonectria ditissima	78410	PRJNA285413	285413	Fungi	Ascomycetes	43.5592	52.4	GCA_001305495.1	-	-	-	LDPK01	189	-	-	2015/10/01	2015/11/24	Scaffold	The New Zealand Institute for Plant & Food Research Ltd	SAMN03753646
Neonectria ditissima	78410	PRJNA285413	285413	Fungi	Ascomycetes	44.9508	51.8	GCA_001305505.1	-	-	-	LDPL01	172	-	-	2015/10/01	2015/11/24	Scaffold	The New Zealand Institute for Plant & Food Research Ltd	SAMN03753650
Saccharomyces cerevisiae W303	580240	PRJNA277741	277741	Fungi	Ascomycetes	13.4896	38.5	GCA_001305865.1	-	-	-	LIUU01	109	-	-	2015/10/02	2015/10/02	Contig	Cold Spring Harbor Laboratory	SAMN03396203
Cryptosporidium parvum	5807	PRJNA253846	253846	Protists	Apicomplexans	9.11294	30.2	GCA_001306235.1	-	-	-	LKCK01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04103918
Cryptosporidium parvum	5807	PRJNA253847	253847	Protists	Apicomplexans	9.22102	30.7	GCA_001306245.1	-	-	-	LKCL01	18	-	-	2015/10/01	2015/10/01	Scaffold	Public Health Wales (Microbiology)	SAMN04103919
Equus asinus	9793	PRJNA259598	259598	Animals	Mammals	2391.05	41.4	GCA_001305755.1	-	1	-	JREZ01	2167	27227	42247	2015/10/02	2015/10/02	Scaffold	Inner Mongolian Agricultural University	SAMN03010633
Myodes glareolus	447135	PRJNA290429	290429	Animals	Mammals	3443.07	-	GCA_001305785.1	-	-	-	LIPI01	367242	-	-	2015/10/02	2015/10/02	Scaffold	University of Liverpool	SAMN03863713
Cyclospora cayetanensis	88456	PRJNA292682	292682	Protists	Apicomplexans	44.5639	51.8974	GCA_001305735.1	-	1	-	LIGJ01	865	-	-	2015/10/02	2015/11/24	Contig	Centers for Disease Control and Prevention	SAMN03983352
Sarcophagidae sp. BV-2014	1577618	PRJNA268391	268391	Animals	Insects	494.581	-	GCA_001047195.1	-	-	-	JXPX01	287425	-	-	2015/07/06	2015/07/06	Scaffold	UC Berkeley	SAMN03285074
Pantherophis guttatus	94885	PRJNA268069	268069	Animals	Reptiles	1404.22	-	GCA_001185365.1	-	-	-	JTLQ01	883920	-	-	2015/07/21	2015/07/21	Scaffold	University of Geneva	SAMN03202658
Conus tribblei	101761	PRJNA285711	285711	Animals	Other Animals	2160.49	-	GCA_001262575.1	-	-	-	LFLW01	1126156	-	-	2015/08/04	2015/10/27	Scaffold	Marine Science Institute, University of the Philippines-Diliman	SAMN03959933
Apodemus sylvaticus	10129	PRJNA290427	290427	Animals	Mammals	3758.14	-	GCA_001305905.1	-	-	-	LIPJ01	559629	-	-	2015/10/02	2015/10/02	Scaffold	University of Liverpool	SAMN03863808
Microtus agrestis	29092	PRJNA290426	290426	Animals	Mammals	3124.14	-	GCA_001305995.1	-	-	-	LIQJ01	230202	-	-	2015/10/02	2015/10/02	Scaffold	University of Liverpool	SAMN03863806
Albugo candida	65357	PRJNA291031	291031	Protists	Other Protists	32.9217	43.2	GCA_001306755.1	-	-	-	LGTM01	3745	-	-	2015/10/05	2015/10/05	Contig	The Sainsbury Laboratory	SAMN03938704
Albugo candida	65357	PRJNA291032	291032	Protists	Other Protists	32.2149	-	GCA_001306775.1	-	-	-	LGTN01	-	-	-	2015/10/05	2015/10/05	Contig	The Sainsbury Laboratory	SAMN03938710
Neonectria ditissima	78410	PRJNA292426	292426	Fungi	Ascomycetes	45.7192	50.8	GCA_001306435.1	-	-	-	LKCW01	677	12711	12685	2015/10/05	2015/11/24	Contig	EMR Apple Breeding Consortium	SAMN03975979
Blastomyces gilchristii SLH14081	559298	PRJNA29173	29173	Fungi	Ascomycetes	75.4047	35.9	GCA_000003855.2	-	-	-	ACBU01	103	10041	9587	2009/02/19	2014/08/06	Scaffold	Broad Institute	SAMN02953742
Aspergillus westerdijkiae	357447	PRJNA296723	296723	Fungi	Ascomycetes	36.0726	50.2	GCA_001307345.1	-	-	-	LKBE01	239	-	-	2015/10/06	2015/10/06	Scaffold	Nanyang Technological University	SAMN04102812
Cryptosporidium hominis	237895	PRJNA253834	253834	Protists	Apicomplexans	9.13631	30.3	GCA_001307845.1	-	-	-	LJRW01	34	-	-	2015/10/07	2015/10/07	Scaffold	Public Health Wales (Microbiology)	SAMN04038495
Macrophomina phaseolina	35725	PRJNA291857	291857	Fungi	Ascomycetes	45.5875	51.3	GCA_001307885.1	-	-	-	LHTN01	3606	-	-	2015/10/07	2015/10/07	Scaffold	University of Illinois	SAMN03956192
Macrophomina phaseolina	35725	PRJNA291855	291855	Fungi	Ascomycetes	48.3328	-	GCA_001307925.1	-	-	-	LHTM01	5380	-	-	2015/10/07	2015/10/07	Scaffold	University of Illinois	SAMN03956191
Macrophomina phaseolina	35725	PRJNA291860	291860	Fungi	Ascomycetes	45.8389	51.1	GCA_001307935.1	-	-	-	LHTP01	3651	-	-	2015/10/07	2015/10/07	Scaffold	University of Illinois	SAMN03956206
Macrophomina phaseolina	35725	PRJNA291859	291859	Fungi	Ascomycetes	46.3458	51.1	GCA_001307945.1	-	-	-	LHTO01	4510	-	-	2015/10/07	2015/10/07	Scaffold	University of Illinois	SAMN03956205
Macrophomina phaseolina	35725	PRJNA291861	291861	Fungi	Ascomycetes	47.008	51.1	GCA_001307955.1	-	-	-	LHTQ01	4124	-	-	2015/10/07	2015/10/07	Scaffold	University of Illinois	SAMN03956207
Penicillium digitatum PDC 102	1240227	PRJNA176878	176878	Fungi	Ascomycetes	25.2044	48.9	GCA_001307865.1	-	-	-	LHSL01	883	-	-	2015/10/07	2016/03/08	Scaffold	Agricultural Research Organisation	SAMN01797238
Lichtheimia ramosa	688394	PRJEB6289	257263	Fungi	Other Fungi	30.709	41.2	GCA_000945115.1	-	-	-	-	74	11510	11542	-	-	Scaffold	HKI JENA	SAMEA2519541
Carica papaya	3649	PRJNA271489	271489	Plants	Land Plants	8.07745	36.7	GCA_001310045.1	1	-	-	-	1	-	-	2015/10/09	2015/10/09	Chromosome	University of Illinois at Urbana-Champaign	-
Scleropages formosus	113540	PRJNA232741	232741	Animals	Fishes	708.403	43.2	GCA_001005745.2	-	-	-	JARO02	42110	24736	24274	2015/05/08	2015/10/13	Scaffold	Monash University Malaysia	SAMN02592717
Polistes canadensis	91411	PRJNA253269	253269	Animals	Insects	211.202	33.2	GCA_001313835.1	-	-	-	JPHQ01	3836	10668	19297	2015/10/13	2015/10/13	Scaffold	CRG-Centre for Genomic Regulation	SAMN02869711
Dinoponera quadriceps	609295	PRJNA253275	253275	Animals	Insects	259.666	43.6	GCA_001313825.1	-	-	-	JPHR01	14123	11816	22408	2015/10/13	2015/10/13	Scaffold	CRG-Centre for Genomic Regulation	SAMN02869781
Phytophthora cinnamomi	4785	PRJNA290836	290836	Protists	Other Protists	53.6914	54	GCA_001314365.1	-	-	-	LGSJ01	5777	-	-	2015/10/14	2016/03/17	Scaffold	University of Exeter	SAMN03921829
