#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pKH7	NC_002096.1	U38429	4.118	28.8004	3	-	-	-	3	-
Staphylococcus aureus TPS162	Bacteria	Terrabacteria group	Firmicutes	pTZ2162	NC_010419.1	AB304512	35.38	29.5082	44	-	-	-	44	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pC221	NC_002129.1	X02529	4.557	31.6436	4	-	-	-	4	-
Staphylococcus aureus MRSA ST398	Bacteria	Terrabacteria group	Firmicutes	pSWS2889	NC_023385.1	HG803547	3.898	28.6557	3	-	-	-	3	-
Staphylococcus aureus JY43	Bacteria	Terrabacteria group	Firmicutes	pKH12	NC_010687.1	EU168704	3.011	28.9937	2	-	-	-	2	-
Staphylococcus aureus JY30	Bacteria	Terrabacteria group	Firmicutes	pKH20	NC_010686.1	EU350090	2.412	30.6799	2	-	-	-	2	-
Staphylococcus aureus E29	Bacteria	Terrabacteria group	Firmicutes	pDLK3	NC_013969.1	GU562626	1.365	32.0147	2	-	-	-	2	-
Staphylococcus aureus SA16	Bacteria	Terrabacteria group	Firmicutes	pMSA16	NC_019144.1	JQ246438	7.054	34.2075	5	-	-	-	5	-
Staphylococcus aureus 18811	Bacteria	Terrabacteria group	Firmicutes	p18811-P03	NC_018974.1	CP002143	27.07	30.543	39	-	-	-	39	-
Staphylococcus aureus C2355	Bacteria	Terrabacteria group	Firmicutes	pUR2355	NC_019145.1	JQ312422	7.609	32.6061	6	-	-	-	6	-
Staphylococcus aureus 9b	Bacteria	Terrabacteria group	Firmicutes	p9b	NC_019143.1	JF968542	2.367	31.0942	2	-	-	-	2	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pRJ6	NC_011522.1	AF241888	7.904	30.1113	13	-	-	-	13	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pSH6	NC_025195.1	X53952	1.406	32.6458	1	-	-	-	2	1
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pSK41	NC_005024.1	AF051917	46.445	29.6803	44	-	-	-	46	2
Staphylococcus aureus a53	Bacteria	Terrabacteria group	Firmicutes	pBORa53	NC_013550.1	AY917098	17.334	28.4008	14	-	-	-	14	-
Staphylococcus aureus SA268	Bacteria	Terrabacteria group	Firmicutes	pSA268	NC_023278.1	KF471116	20.269	28.551	22	-	-	-	22	-
Staphylococcus aureus 1	Bacteria	Terrabacteria group	Firmicutes	pSA8589	NC_021230.1	KC561137	6.962	31.1261	6	-	-	-	6	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pS194	NC_005564.1	X06627	4.397	31.5442	4	-	-	-	4	-
Staphylococcus aureus HUNSC491	Bacteria	Terrabacteria group	Firmicutes	pPR9	NC_013653.1	GU237136	41.715	28.2704	42	-	-	-	42	-
Staphylococcus aureus 18809	Bacteria	Terrabacteria group	Firmicutes	p18809-P03	NC_018961.1	CP002139	27.068	30.5379	36	-	-	-	36	-
Staphylococcus aureus E-1	Bacteria	Terrabacteria group	Firmicutes	EDINA	NC_010077.1	AP003089	34.986	28.7344	52	-	-	-	52	-
Staphylococcus aureus JY10	Bacteria	Terrabacteria group	Firmicutes	pKH16	NC_010262.1	EU365621	4.442	30.054	3	-	-	-	3	-
Staphylococcus aureus ST398	Bacteria	Terrabacteria group	Firmicutes	pKKS49	NC_019149.1	HE611647	4.809	39.3845	5	-	-	-	5	-
Staphylococcus aureus TP4	Bacteria	Terrabacteria group	Firmicutes	pTZ4	NC_010111.1	AB369999	4.555	31.5917	3	-	-	-	3	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pSWS371	NC_024963.1	HG380317	2.458	30.8788	4	-	-	-	4	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	p21	NC_002517.1	AF128883	20.719	28.6307	20	-	-	-	21	-
Staphylococcus aureus CH-91	Bacteria	Terrabacteria group	Firmicutes	pCH91	NC_020227.1	JQ619831	17.515	28.5413	21	-	-	-	21	-
Staphylococcus aureus 18805	Bacteria	Terrabacteria group	Firmicutes	p18805-P03	NC_019150.1	CP002132	27.069	30.5368	38	-	-	-	38	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pUB110	NC_001384.1	M19465	4.548	35.708	4	-	-	-	4	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pCPS32	NC_019141.1	FN806791	5.718	34.0853	3	-	-	-	3	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pC194	NC_002013.1	V01277	2.91	29.3814	4	-	-	-	4	-
Staphylococcus aureus 18807	Bacteria	Terrabacteria group	Firmicutes	p18807-P03	NC_018957.1	CP002135	26.972	30.5317	38	-	-	-	38	-
Staphylococcus aureus SA5	Bacteria	Terrabacteria group	Firmicutes	pKH3	NC_005020.1	AF151117	2.979	28.9695	1	-	-	-	1	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pVGA	NC_011605.1	FJ207465	5.713	34.1327	3	-	-	-	3	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pUB101	NC_005127.1	AY373761	21.845	29.0959	25	-	-	-	26	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pKKS627	NC_014156.1	FN390948	6.242	33.7872	4	-	-	-	4	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pCPS49	NC_019142.1	FN806792	5.292	36.7536	3	-	-	-	3	-
Staphylococcus aureus 18807	Bacteria	Terrabacteria group	Firmicutes	p18807-P01	NC_018958.1	CP002136	3.125	28.736	5	-	-	-	5	-
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pKH6	NC_001767.1	U38428	4.439	30.0969	3	-	-	-	3	-
Staphylococcus aureus HOU1444-VR	Bacteria	Terrabacteria group	Firmicutes	pVR-MSSA_03	NZ_CP012596.1	CP012596	23.351	28.6926	20	-	-	-	24	4
Staphylococcus aureus HOU1444-VR	Bacteria	Terrabacteria group	Firmicutes	pVR-MSSA_02	NZ_CP012595.1	CP012595	15.957	33.1391	24	-	-	-	27	3
Staphylococcus aureus HOU1444-VR	Bacteria	Terrabacteria group	Firmicutes	pVR-MSSA_01	NZ_CP012594.1	CP012594	55.713	31.7538	58	-	-	-	62	4
Staphylococcus aureus SA564	Bacteria	Terrabacteria group	Firmicutes	pSA564	NZ_CP010891.1	CP010891	27.273	27.1734	26	-	-	-	27	1
Staphylococcus aureus	Bacteria	Terrabacteria group	Firmicutes	pLW043	NC_005054.1	AE017171	57.889	30.8124	57	-	-	-	61	-
Staphylococcus aureus CC022	Bacteria	Terrabacteria group	Firmicutes	pSA-CC022-2	NZ_CM003521.1	CM003521	8.033	30.4245	9	-	-	-	9	-
Staphylococcus aureus CC022	Bacteria	Terrabacteria group	Firmicutes	pSA-CC022-1	NZ_CM003520.1	CM003520	20.73	28.3599	23	-	-	-	24	1
Staphylococcus aureus CC072	Bacteria	Terrabacteria group	Firmicutes	pSA-CC072-1	NZ_CM003524.1	CM003524	47.385	30.6933	54	-	-	-	56	2
Staphylococcus aureus CC017	Bacteria	Terrabacteria group	Firmicutes	pSA-CC017-1	NZ_CM003519.1	CM003519	25.011	27.5079	27	-	-	-	28	1
Staphylococcus aureus CC169	Bacteria	Terrabacteria group	Firmicutes	pSA-CC169-2	NZ_CM003523.1	CM003523	8.033	30.4245	9	-	-	-	9	-
Staphylococcus aureus CC169	Bacteria	Terrabacteria group	Firmicutes	pSA-CC169-1	NZ_CM003522.1	CM003522	20.73	28.3599	23	-	-	-	24	1
Staphylococcus aureus CC175	Bacteria	Terrabacteria group	Firmicutes	pSA-CC175-1	NZ_CM003525.1	CM003525	37.247	28.9097	34	-	-	-	41	7
Staphylococcus aureus CC175	Bacteria	Terrabacteria group	Firmicutes	pSA_CC175-2	NZ_CM003526.1	CM003526	8.033	30.4245	9	-	-	-	9	-
Staphylococcus aureus CC445	Bacteria	Terrabacteria group	Firmicutes	pSA-CC445-1	NZ_CM003527.1	CM003527	31.887	30.5265	35	-	-	-	36	1
Staphylococcus aureus CA12	Bacteria	Terrabacteria group	Firmicutes	pCA12	NZ_CP007673.1	CP007673	25.054	28.4705	22	-	-	-	26	4
Staphylococcus aureus HUV05	Bacteria	Terrabacteria group	Firmicutes	pHUV05-03	NZ_CP007679.1	CP007679	33.093	30.6258	28	-	-	-	33	5
Staphylococcus aureus HUV05	Bacteria	Terrabacteria group	Firmicutes	pHUV05-02	NZ_CP007678.1	CP007678	20.291	28.5052	17	-	-	-	18	1
Staphylococcus aureus HUV05	Bacteria	Terrabacteria group	Firmicutes	pHUV05-01	NZ_CP007677.1	CP007677	20.185	28.5459	13	-	-	-	17	4
Staphylococcus aureus V2200	Bacteria	Terrabacteria group	Firmicutes	pV2200	NZ_CP007658.1	CP007658	43.396	30.224	37	-	-	-	41	4
Staphylococcus aureus NCTC13435	Bacteria	Terrabacteria group	Firmicutes	2	NZ_LN831037.1	LN831037	6.578	30.1003	7	-	-	-	7	-
Staphylococcus aureus NCTC13435	Bacteria	Terrabacteria group	Firmicutes	3	NZ_LN831038.1	LN831038	5.141	30.9862	5	-	-	-	6	1
Staphylococcus aureus NCTC8532	Bacteria	Terrabacteria group	Firmicutes	3	NZ_LN831050.1	LN831050	27.488	30.6861	27	-	-	-	28	1
Staphylococcus aureus NCTC8532	Bacteria	Terrabacteria group	Firmicutes	2	NZ_LN831049.1	LN831049	2709.28	32.7859	2664	12	50	-	2746	20
Staphylococcus aureus RIVM1295	Bacteria	Terrabacteria group	Firmicutes	pRIVM1295-1	NZ_CP013617.1	CP013617	2.362	31.1177	2	-	-	-	2	-
Staphylococcus aureus RIVM1295	Bacteria	Terrabacteria group	Firmicutes	pRIVM1295-2	NZ_CP013618.1	CP013618	3.048	29.2651	2	-	-	-	2	-
Staphylococcus aureus RIVM1607	Bacteria	Terrabacteria group	Firmicutes	pRIVM1607	NZ_CP013620.1	CP013620	1.442	35.5062	1	-	-	-	1	-
Staphylococcus aureus FDA209P	Bacteria	Terrabacteria group	Firmicutes	pFDA209P	NZ_AP014943.1	AP014943	27.49	30.6839	27	-	-	-	28	1
Staphylococcus aureus MI	Bacteria	Terrabacteria group	Firmicutes	pMI	NZ_AP017321.1	AP017321	55.98	29.5159	61	-	-	-	62	1
Staphylococcus aureus FDAARGOS_159	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP014063.1	CP014063	37.98	28.0384	41	-	-	-	44	3
Staphylococcus aureus UTSW MRSA 55	Bacteria	Terrabacteria group	Firmicutes	UTSW55_4	NZ_CP013230.1	CP013230	26.623	30.4398	13	-	-	-	28	15
Staphylococcus aureus UTSW MRSA 55	Bacteria	Terrabacteria group	Firmicutes	UTSW55_1	NZ_CP013227.1	CP013227	22.042	31.6759	9	-	-	-	23	14
Staphylococcus aureus UTSW MRSA 55	Bacteria	Terrabacteria group	Firmicutes	UTSW55_2	NZ_CP013228.1	CP013228	45.868	30.0253	45	-	-	-	51	6
Staphylococcus aureus UTSW MRSA 55	Bacteria	Terrabacteria group	Firmicutes	UTSW55_3	NZ_CP013229.1	CP013229	46.953	30.2963	24	-	-	-	51	27
Staphylococcus aureus NZAK3	Bacteria	Terrabacteria group	Firmicutes	2	NZ_LT009691.1	LT009691	25.689	29.4562	21	-	-	-	24	3
Staphylococcus aureus 880	Bacteria	Terrabacteria group	Firmicutes	pHMPREF1625_3	NZ_KK240934.2	KK240934	55.706	31.7578	59	-	-	-	61	2
Staphylococcus aureus 880	Bacteria	Terrabacteria group	Firmicutes	pHMPREF1625_1	NZ_CM002749.1	CM002749	20.732	28.3668	22	-	-	-	24	2
Staphylococcus aureus 880	Bacteria	Terrabacteria group	Firmicutes	pHMPREF1625_2	NZ_CM002750.1	CM002750	2.366	31.0651	2	-	-	-	2	-
Staphylococcus aureus Bmb9393	Bacteria	Terrabacteria group	Firmicutes	pBmb9393	NC_021657.1	CP005289	2.908	29.4017	2	-	-	-	2	-
Staphylococcus aureus CA-347	Bacteria	Terrabacteria group	Firmicutes	unnamed	NC_021552.1	CP006045	24.653	28.6659	27	-	-	-	27	-
Staphylococcus aureus M1	Bacteria	Terrabacteria group	Firmicutes	pSK67-M1	NC_021060.1	HF937104	27.439	27.2204	24	-	-	-	25	1
Staphylococcus aureus S1	Bacteria	Terrabacteria group	Firmicutes	pS1b	NZ_AUPS01000028.1	AUPS01000028	4.81	39.3347	4	-	-	-	4	-
Staphylococcus aureus S1	Bacteria	Terrabacteria group	Firmicutes	pS1c	NZ_AUPS01000031.1	AUPS01000031	3.899	28.674	3	-	-	-	3	-
Staphylococcus aureus S1	Bacteria	Terrabacteria group	Firmicutes	pS1e	NZ_AUPS01000034.1	AUPS01000034	2.362	31.1177	2	-	-	-	2	-
Staphylococcus aureus S1	Bacteria	Terrabacteria group	Firmicutes	pS1d	NZ_AUPS01000033.1	AUPS01000033	2.649	30.3888	2	-	-	-	2	-
Staphylococcus aureus S123	Bacteria	Terrabacteria group	Firmicutes	pS123a	NZ_AUPU01000021.1	AUPU01000021	14.896	30.1356	13	-	-	-	14	1
Staphylococcus aureus S123	Bacteria	Terrabacteria group	Firmicutes	pS123b	NZ_AUPU01000024.1	AUPU01000024	4.397	31.5442	5	-	-	-	5	-
Staphylococcus aureus S130	Bacteria	Terrabacteria group	Firmicutes	pS130a	NZ_AUPT01000023.1	AUPT01000023	8.882	32.1437	8	-	-	-	8	-
Staphylococcus aureus S94	Bacteria	Terrabacteria group	Firmicutes	pS94a	NZ_AUPW01000021.1	AUPW01000021	5.442	29.3275	6	-	-	-	6	-
Staphylococcus aureus subsp. aureus ATCC 25923	Bacteria	Terrabacteria group	Firmicutes	pS1945	NZ_CP009362.1	CP009362	27.491	30.6864	26	-	-	-	28	2
Staphylococcus aureus subsp. aureus CCM5757	Bacteria	Terrabacteria group	Firmicutes	pCCM5757-2	NZ_CM003166.1	CM003166	4.566	30.1358	2	-	-	-	4	2
Staphylococcus aureus subsp. aureus CCM5757	Bacteria	Terrabacteria group	Firmicutes	pCCM5757-1	NZ_CM003165.1	CM003165	37.692	31.8901	35	-	-	-	38	3
Staphylococcus aureus subsp. aureus A900624	Bacteria	Terrabacteria group	Firmicutes	pA900624	NZ_CM003164.1	CM003164	20.857	28.4029	23	-	-	-	24	1
Staphylococcus aureus subsp. aureus SA-260	Bacteria	Terrabacteria group	Firmicutes	pSA-260	NZ_CM003171.1	CM003171	5.416	28.582	6	-	-	-	7	1
Staphylococcus aureus subsp. aureus DSM 799	Bacteria	Terrabacteria group	Firmicutes	pDSM799	NZ_CM003167.1	CM003167	27.013	30.7593	26	-	-	-	27	1
Staphylococcus aureus subsp. aureus FRI1151m	Bacteria	Terrabacteria group	Firmicutes	pFRI1151m	NZ_CM003168.1	CM003168	23.368	27.3494	20	-	-	-	21	1
Staphylococcus aureus subsp. aureus SA-022	Bacteria	Terrabacteria group	Firmicutes	pSA-022	NZ_CM003169.1	CM003169	15.134	29.9722	14	-	-	-	15	1
Staphylococcus aureus subsp. aureus SA-038	Bacteria	Terrabacteria group	Firmicutes	pSA-038	NZ_CM003170.1	CM003170	27.533	27.3018	23	-	-	-	25	2
Staphylococcus aureus subsp. aureus SA-047	Bacteria	Terrabacteria group	Firmicutes	pSA-047	NZ_CM003172.1	CM003172	19.885	28.2374	22	-	-	-	24	2
Staphylococcus aureus subsp. aureus SA-067	Bacteria	Terrabacteria group	Firmicutes	pSA-067	NZ_CM003173.1	CM003173	18.04	28.143	15	-	-	-	17	2
Staphylococcus aureus subsp. aureus B6	Bacteria	Terrabacteria group	Firmicutes	pSA-B6-1	NZ_CM003311.1	CM003311	20.335	28.4534	22	-	-	-	24	2
Staphylococcus aureus subsp. aureus USA300_2014.C01	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP012118.1	CP012118	27.044	30.5428	30	-	-	-	32	2
Staphylococcus aureus subsp. aureus USA300_2014.C02	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP012121.1	CP012121	61.537	29.5367	65	-	-	-	65	-
Staphylococcus aureus subsp. aureus GR2	Bacteria	Terrabacteria group	Firmicutes	pGR2B	NZ_CP010404.1	CP010404	2.473	30.8128	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus GR2	Bacteria	Terrabacteria group	Firmicutes	pGR2A	NZ_CP010403.1	CP010403	28.895	29.6003	27	-	-	-	29	2
Staphylococcus aureus subsp. aureus JS395	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP012757.1	CP012757	42.747	30.1448	47	-	-	-	50	3
Staphylococcus aureus subsp. aureus MRSA_S5	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S5a	NZ_CM003617.1	CM003617	4.538	30.0353	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus MRSA_S5	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S5b	NZ_CM003618.1	CM003618	3.221	28.6247	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus MRSA_S2	Bacteria	Terrabacteria group	Firmicutes	pHUGS2	NZ_CM003619.1	CM003619	20.514	28.1125	20	-	-	-	20	-
Staphylococcus aureus subsp. aureus MRSA_S1	Bacteria	Terrabacteria group	Firmicutes	pHUGS1	NZ_CM003616.1	CM003616	20.511	28.1898	20	-	-	-	20	-
Staphylococcus aureus subsp. aureus MRSA_S15	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S15a	NZ_CM003620.1	CM003620	20.513	28.1236	20	-	-	-	20	-
Staphylococcus aureus subsp. aureus MRSA_S15	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S15b	NZ_CM003621.1	CM003621	4.538	30.0573	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus MRSA_S19	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S19a	NZ_CM003623.1	CM003623	20.516	28.1585	21	-	-	-	21	-
Staphylococcus aureus subsp. aureus MRSA_S19	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S19b	NZ_CM003624.1	CM003624	4.537	30.2182	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus MRSA_S20	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S20a	NZ_CM003622.1	CM003622	16.62	29.6029	18	-	-	-	18	-
Staphylococcus aureus subsp. aureus MRSA_S26	Bacteria	Terrabacteria group	Firmicutes	pSAHUG_S26a	NZ_CM003625.1	CM003625	20.515	28.1648	21	-	-	-	21	-
Staphylococcus aureus subsp. aureus Gv51	Bacteria	Terrabacteria group	Firmicutes	pGv51	NZ_CP012016.1	CP012016	2.903	29.4523	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus Be62	Bacteria	Terrabacteria group	Firmicutes	pBe62	NZ_CP012014.1	CP012014	2.757	29.7425	1	-	-	-	2	1
Staphylococcus aureus subsp. aureus Gv88	Bacteria	Terrabacteria group	Firmicutes	pGv88	NZ_CP012017.1	CP012017	2.895	29.4301	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus 11819-97	Bacteria	Terrabacteria group	Firmicutes	p11819-97	NC_017350.1	CP003193	22.317	29.0586	21	-	-	-	22	1
Staphylococcus aureus subsp. aureus 300-169	Bacteria	Terrabacteria group	Firmicutes	p300-169a	NZ_JASL01000037.1	JASL01000037	2.457	30.932	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus 55/2053	Bacteria	Terrabacteria group	Firmicutes	unnamed	NC_022126.1	CP002389	20.449	35.0237	21	-	-	-	24	3
Staphylococcus aureus subsp. aureus CN1	Bacteria	Terrabacteria group	Firmicutes	unnamed	NC_022227.1	CP003980	3.332	29.5318	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus CN1	Bacteria	Terrabacteria group	Firmicutes	unnamed2	NC_022228.1	CP003981	2.472	30.8252	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus COL	Bacteria	Terrabacteria group	Firmicutes	pT181	NC_006629.2	CP000045	4.44	30.045	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus DSM 20231	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP011527.1	CP011527	27.49	30.6912	28	-	-	-	29	1
Staphylococcus aureus subsp. aureus ECT-R 2	Bacteria	Terrabacteria group	Firmicutes	pLUH02	NC_017344.1	FR714929	27.271	27.1681	27	-	-	-	27	-
Staphylococcus aureus subsp. aureus ECT-R 2	Bacteria	Terrabacteria group	Firmicutes	pLUH01	NC_017346.1	FR714928	2.241	30.656	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus ED98	Bacteria	Terrabacteria group	Firmicutes	pAVX	NC_013453.1	CP001784	17.256	28.958	18	-	-	-	20	2
Staphylococcus aureus subsp. aureus ED98	Bacteria	Terrabacteria group	Firmicutes	pT181	NC_013452.1	CP001783	4.44	30.0676	3	-	-	1	4	-
Staphylococcus aureus subsp. aureus ED98	Bacteria	Terrabacteria group	Firmicutes	pAVY	NC_013451.1	CP001782	1.442	35.5756	1	-	-	-	1	-
Staphylococcus aureus subsp. aureus JH1	Bacteria	Terrabacteria group	Firmicutes	pSJH101	NC_009619.1	CP000737	30.429	29.6395	29	-	-	-	30	1
Staphylococcus aureus subsp. aureus JH9	Bacteria	Terrabacteria group	Firmicutes	pSJH901	NC_009477.1	CP000704	30.429	29.6395	30	-	-	-	30	-
Staphylococcus aureus subsp. aureus JKD6159	Bacteria	Terrabacteria group	Firmicutes	pSaa6159	NC_017339.1	CP002115	20.73	28.3599	23	-	-	-	24	1
Staphylococcus aureus subsp. aureus LGA251	Bacteria	Terrabacteria group	Firmicutes	pLGA251	NC_017348.1	FR821780	2.993	29.1012	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus MSSA476	Bacteria	Terrabacteria group	Firmicutes	pSAS	NC_005951.1	BX571858	20.652	28.3653	23	-	-	-	24	1
Staphylococcus aureus subsp. aureus Mu50	Bacteria	Terrabacteria group	Firmicutes	VRSAp	NC_002774.1	AP003367	25.107	28.9322	25	-	-	-	29	4
Staphylococcus aureus subsp. aureus N315	Bacteria	Terrabacteria group	Firmicutes	pN315	NC_003140.1	AP003139	24.653	28.6983	28	-	-	-	28	-
Staphylococcus aureus subsp. aureus RN4220	Bacteria	Terrabacteria group	Firmicutes	pGO1	NC_012547.1	FM207042	54	30.2611	53	-	-	-	55	2
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI4T8	NC_020534.1	HE579066	30.853	32.1427	32	-	-	-	33	1
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI5S5	NC_020535.1	HE579068	37.285	28.6576	33	-	-	-	38	5
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI8T7	NC_020539.1	HE579074	23.758	29.3375	21	-	-	-	23	2
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI1T1	NC_020530.1	HE579060	30.854	32.1385	31	-	-	-	32	1
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI2T2	NC_020531.1	HE579062	30.854	32.1385	31	-	-	-	32	1
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI3T3	NC_020565.1	HE579064	32.184	32.308	33	-	-	-	34	1
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI6T6	NC_020567.1	HE579070	32.7	32.2875	32	-	-	-	33	1
Staphylococcus aureus subsp. aureus ST228	Bacteria	Terrabacteria group	Firmicutes	pI7S6	NC_020538.1	HE579072	23.759	29.332	22	-	-	-	23	1
Staphylococcus aureus subsp. aureus ST398 type strain:ST398	Bacteria	Terrabacteria group	Firmicutes	pS0385-2	NC_017335.1	AM990994	4.381	31.6366	5	-	-	-	5	-
Staphylococcus aureus subsp. aureus ST398 type strain:ST398	Bacteria	Terrabacteria group	Firmicutes	pS0385-1	NC_017334.1	AM990993	5.246	30.7282	3	-	-	-	4	1
Staphylococcus aureus subsp. aureus ST398 type strain:ST398	Bacteria	Terrabacteria group	Firmicutes	pS0385-3	NC_017336.1	AM990995	3.158	29.0057	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus str. Newbould 305	Bacteria	Terrabacteria group	Firmicutes	pNewbould305	NZ_AKYW01000028.1	AKYW01000028	3.379	29.6241	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus TCH60 MRSA_TCH60	Bacteria	Terrabacteria group	Firmicutes	unnamed	NC_017345.1	CP002111	24.491	28.1981	24	-	-	-	24	-
Staphylococcus aureus subsp. aureus TW20	Bacteria	Terrabacteria group	Firmicutes	pTW20_2	NC_017332.1	FN433598	3.011	28.9937	2	-	-	-	2	-
Staphylococcus aureus subsp. aureus TW20	Bacteria	Terrabacteria group	Firmicutes	pTW20_1	NC_017352.1	FN433597	29.585	32.8781	30	-	-	-	31	1
Staphylococcus aureus subsp. aureus USA300_FPR3757	Bacteria	Terrabacteria group	Firmicutes	pUSA03	NC_007792.1	CP000258	37.136	28.6676	36	-	-	-	38	2
Staphylococcus aureus subsp. aureus USA300_FPR3757	Bacteria	Terrabacteria group	Firmicutes	pUSA02	NC_007791.1	CP000257	4.439	30.0068	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus USA300_FPR3757	Bacteria	Terrabacteria group	Firmicutes	pUSA01	NC_007790.1	CP000256	3.125	28.736	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus USA300_TCH1516	Bacteria	Terrabacteria group	Firmicutes	pUSA300HOUMR	NC_010063.1	CP000731	27.041	30.5166	29	-	-	-	32	3
Staphylococcus aureus subsp. aureus USA300_TCH1516	Bacteria	Terrabacteria group	Firmicutes	pUSA01-HOU	NC_012417.1	CP001544	3.125	28.736	3	-	-	-	3	-
Staphylococcus aureus subsp. aureus USA300_TCH959	Bacteria	Terrabacteria group	Firmicutes	pUSA300HOUMS	NC_010066.1	CP000732	20.413	28.1487	20	-	-	-	20	-
Staphylococcus aureus subsp. aureus Z172	Bacteria	Terrabacteria group	Firmicutes	pZ172_1	NC_022610.1	CP006839	27.326	32.9723	28	-	-	-	29	1
Staphylococcus aureus subsp. aureus Z172	Bacteria	Terrabacteria group	Firmicutes	pZ172_2	NC_022605.1	CP006840	3.011	28.9937	2	-	-	-	2	-
Staphylococcus aureus USA300-ISMMS1	Bacteria	Terrabacteria group	Firmicutes	pUSA01-ISMMS	NZ_CP007177.1	CP007177	27.068	30.5379	31	-	-	-	32	1
Staphylococcus aureus USA300-ISMMS1	Bacteria	Terrabacteria group	Firmicutes	pUSA02-ISMMS	NZ_CP007178.1	CP007178	3.125	28.736	3	-	-	-	3	-
Staphylococcus capitis subsp. capitis	Bacteria	Terrabacteria group	Firmicutes	pAYP1020	NZ_CP007602.1	CP007602	59.661	30.3096	63	-	-	-	65	2
Staphylococcus chromogenes	Bacteria	Terrabacteria group	Firmicutes	pLNU8 (naturally occurring)	NC_008352.1	AM399080	2.278	30.7287	2	-	-	-	2	-
Staphylococcus chromogenes	Bacteria	Terrabacteria group	Firmicutes	pLNU1	NC_007768.1	AM184099	2.361	29.3096	2	-	-	-	2	-
Staphylococcus chromogenes	Bacteria	Terrabacteria group	Firmicutes	pLNU9	NC_008354.1	AM399082	3.783	29.5268	3	-	-	-	3	-
Staphylococcus chromogenes	Bacteria	Terrabacteria group	Firmicutes	pLNU4	NC_007771.1	AM184102	2.561	30.4178	2	-	-	-	2	-
Staphylococcus epidermidis SEI	Bacteria	Terrabacteria group	Firmicutes	unnamed	NZ_CP009047.1	CP009047	37.688	27.2713	41	-	-	-	47	6
